Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-2-3,Brigadeiro,-23.5683,-46.6482,47893,40,10,38,28,3,19,39,8,REABASTECER
2018-1-28,Faria Lima,-23.5675,-46.6929,52975,4,44,7,16,3,7,23,28,REABASTECER
2018-4-9,Brigadeiro,-23.5683,-46.6482,48903,86,57,17,13,28,18,37,39,NORMAL
2018-12-25,Faria Lima,-23.5675,-46.6929,54626,44,52,12,43,10,6,20,8,REABASTECER
2018-7-28,Brigadeiro,-23.5683,-46.6482,49090,46,52,32,29,33,18,21,33,NORMAL
2019-4-17,Faria Lima,-23.5675,-46.6929,52459,11,29,4,25,32,18,20,2,REABASTECER
2018-8-25,Brigadeiro,-23.5683,-46.6482,49318,57,20,46,31,43,26,37,43,NORMAL
2018-11-21,Faria Lima,-23.5675,-46.6929,53333,19,53,55,15,14,17,36,9,NORMAL
2019-2-20,Brigadeiro,-23.5683,-46.6482,47488,86,44,65,38,37,14,13,8,NORMAL
2019-10-27,Faria Lima,-23.5675,-46.6929,51291,13,26,65,33,36,14,15,35,NORMAL
2019-3-20,Faria Lima,-23.5675,-46.6929,51475,86,65,7,36,8,19,32,27,REABASTECER
2018-1-6,Pinheiros,-23.5664,-46.703,77426,36,40,28,33,25,28,20,26,NORMAL
2018-3-1,Pinheiros,-23.5664,-46.703,79498,86,22,45,25,19,34,2,34,REABASTECER
2019-6-27,Faria Lima,-23.5675,-46.6929,51264,38,24,8,37,12,15,43,16,NORMAL
2018-4-6,Pinheiros,-23.5664,-46.703,76669,12,65,65,34,9,27,37,25,NORMAL
2019-10-27,Faria Lima,-23.5675,-46.6929,51291,13,26,65,33,36,14,15,35,NORMAL
2018-2-6,Pinheiros,-23.5664,-46.703,76596,75,46,20,23,37,29,21,7,NORMAL
2019-1-5,Pinheiros,-23.5664,-46.703,78280,41,55,17,20,20,7,5,5,NORMAL
2018-9-6,Trianon-Masp,-23.5634,-46.6544,44892,31,25,37,43,16,12,25,30,NORMAL
2018-10-30,Trianon-Masp,-23.5634,-46.6544,43908,86,29,18,10,43,7,36,13,NORMAL
2019-7-28,Pinheiros,-23.5664,-46.703,76507,45,49,36,11,5,29,9,17,REABASTECER
2018-11-23,Pinheiros,-23.5664,-46.703,77125,32,39,41,19,10,24,32,19,NORMAL
2018-12-1,Trianon-Masp,-23.5634,-46.6544,44399,55,53,65,6,4,2,8,10,REABASTECER
2019-1-13,Pinheiros,-23.5664,-46.703,79737,37,65,27,38,33,25,13,14,NORMAL
2019-3-6,Trianon-Masp,-23.5634,-46.6544,44223,62,65,59,17,13,43,33,18,NORMAL
2019-6-16,Pinheiros,-23.5664,-46.703,78230,20,60,57,24,13,8,4,3,REABASTECER
2019-8-21,Pinheiros,-23.5664,-46.703,78254,86,42,65,15,43,25,15,15,NORMAL
2018-7-14,Butantã,-23.5844,-46.7252,65094,22,56,23,11,4,26,35,33,REABASTECER
2018-9-21,Butantã,-23.5844,-46.7252,67522,8,13,48,9,39,20,33,30,REABASTECER
2018-10-18,Butantã,-23.5844,-46.7252,64277,86,54,40,7,18,28,13,19,NORMAL
2018-1-7,Consolação,-23.5581,-46.6606,113869,28,19,18,28,20,30,18,18,NORMAL
2018-3-10,Butantã,-23.5844,-46.7252,67489,5,53,50,18,43,1,17,24,NORMAL
2018-5-18,Consolação,-23.5581,-46.6606,113966,21,59,34,10,8,12,36,32,NORMAL
2018-12-16,Sé,-23.55,-46.6333,192563,39,17,65,7,43,13,4,39,REABASTECER
2018-10-5,Vila Mariana,-23.5895,-46.6346,21094,8,21,28,11,33,30,34,13,REABASTECER
2018-11-11,Sé,-23.55,-46.6333,193270,8,25,49,19,38,32,11,36,REABASTECER
2018-12-20,Sé,-23.55,-46.6333,192422,86,49,39,39,26,41,33,21,NORMAL
2019-3-23,Vila Mariana,-23.5895,-46.6346,23077,35,65,52,32,43,5,43,36,REABASTECER
2018-4-20,Brás,-23.5451,-46.6162,70567,38,10,27,34,40,37,24,30,NORMAL
2019-5-10,Vila Mariana,-23.5895,-46.6346,22474,86,29,42,30,32,36,28,25,NORMAL
2019-5-16,Vila Mariana,-23.5895,-46.6346,24630,28,58,55,10,4,9,43,5,REABASTECER
2019-8-8,Sé,-23.55,-46.6333,194687,37,7,9,40,28,43,9,20,NORMAL
2019-8-20,Sé,-23.55,-46.6333,191906,9,65,52,39,18,43,43,14,NORMAL
2019-8-30,Sé,-23.55,-46.6333,194095,86,7,55,14,18,15,5,18,NORMAL
2018-8-21,Brás,-23.5451,-46.6162,73140,77,43,20,12,43,27,16,28,NORMAL
2018-2-3,Brás,-23.5451,-46.6162,72167,23,13,32,30,8,28,43,33,NORMAL
2018-1-5,Brooklin,-23.6263,-46.6878,28386,52,35,32,24,32,24,26,30,NORMAL
2018-2-20,Brooklin,-23.6263,-46.6878,27174,36,16,42,10,31,27,36,15,NORMAL
2019-7-13,Brás,-23.5451,-46.6162,71519,74,63,51,31,39,32,27,39,NORMAL
2018-12-1,Brás,-23.5451,-46.6162,72611,32,54,16,30,43,13,32,41,NORMAL
2019-5-19,Brás,-23.5451,-46.6162,73535,2,29,29,32,39,25,19,33,REABASTECER
2018-4-4,Barra Funda,-23.5542,-46.6707,148024,31,40,12,25,2,40,34,5,REABASTECER
2019-8-2,Brás,-23.5451,-46.6162,74166,69,16,53,17,43,19,29,9,NORMAL
2019-6-23,Brooklin,-23.6263,-46.6878,26855,86,15,18,8,5,19,36,31,REABASTECER
2019-7-4,Brooklin,-23.6263,-46.6878,27072,65,11,19,16,43,27,27,27,NORMAL
2019-7-20,Brooklin,-23.6263,-46.6878,26973,74,34,42,22,23,19,14,43,NORMAL
2019-7-29,Brooklin,-23.6263,-46.6878,26999,74,48,51,28,31,26,19,43,NORMAL
2018-2-15,Campo Belo,-23.6188,-46.6823,25577,76,21,48,36,8,11,35,43,NORMAL
2019-2-20,Barra Funda,-23.5542,-46.6707,147834,66,40,7,43,8,27,15,18,REABASTECER
2019-6-18,Barra Funda,-23.5542,-46.6707,149149,58,35,25,17,17,20,21,6,NORMAL
2019-7-25,Barra Funda,-23.5542,-46.6707,150490,51,17,32,34,27,43,43,34,NORMAL
2019-8-29,Barra Funda,-23.5542,-46.6707,147065,65,65,0,17,8,40,33,25,REABASTECER
2018-12-24,Barra Funda,-23.5542,-46.6707,147022,76,56,9,9,36,25,32,31,NORMAL
2019-10-9,Barra Funda,-23.5542,-46.6707,149887,27,33,5,38,25,12,13,28,REABASTECER
2019-10-17,Barra Funda,-23.5542,-46.6707,147483,28,41,13,16,40,29,21,38,NORMAL
2018-3-17,Tatuapé,-23.5402,-46.5765,69434,20,65,41,26,38,30,28,33,NORMAL
2019-7-22,Barra Funda,-23.5542,-46.6707,149184,77,37,52,43,43,12,13,1,NORMAL
2019-11-10,Barra Funda,-23.5542,-46.6707,149742,38,50,43,29,24,11,12,35,NORMAL
2018-1-9,Tatuapé,-23.5402,-46.5765,69368,6,8,12,31,7,15,12,15,REABASTECER
2019-8-18,Campo Belo,-23.6188,-46.6823,24154,86,48,46,10,32,24,43,12,NORMAL
2018-2-6,Tatuapé,-23.5402,-46.5765,69257,86,28,3,41,17,33,17,30,NORMAL
2019-12-6,Campo Belo,-23.6188,-46.6823,25610,11,49,15,15,24,16,43,10,REABASTECER
2018-4-19,Eucaliptos,-23.61,-46.6686,24854,74,8,65,43,36,19,31,32,REABASTECER
2019-6-20,Tatuapé,-23.5402,-46.5765,70874,86,48,30,24,19,31,15,9,NORMAL
2018-6-26,Eucaliptos,-23.61,-46.6686,22983,11,34,65,39,13,15,24,11,NORMAL
2018-12-25,Tatuapé,-23.5402,-46.5765,70523,19,4,40,21,8,26,9,18,REABASTECER
2018-11-27,Eucaliptos,-23.61,-46.6686,22731,54,15,65,37,3,2,41,43,NORMAL
2018-3-16,República,-23.5436,-46.6434,108639,44,34,27,20,35,26,43,39,NORMAL
2019-7-8,Tatuapé,-23.5402,-46.5765,69137,5,21,37,19,41,22,28,23,NORMAL
2019-4-6,Eucaliptos,-23.61,-46.6686,23914,58,50,36,7,19,27,4,34,NORMAL
2018-7-17,República,-23.5436,-46.6434,108804,57,21,51,40,30,43,43,33,NORMAL
2018-12-7,República,-23.5436,-46.6434,109595,75,55,30,10,27,31,9,26,NORMAL
2018-1-15,Moema,-23.5489,-46.6388,20642,41,39,51,40,26,31,32,39,NORMAL
2018-8-6,República,-23.5436,-46.6434,107443,38,16,42,33,39,19,20,2,NORMAL
2018-6-13,Moema,-23.5489,-46.6388,19033,46,12,14,16,28,21,16,40,NORMAL
2019-6-10,República,-23.5436,-46.6434,108690,8,17,31,19,21,27,39,28,REABASTECER
2019-6-25,República,-23.5436,-46.6434,107154,30,61,55,10,43,18,22,4,NORMAL
2018-5-17,Higienópolis-Mackenzie,-23.5488,-46.6519,90226,18,65,47,25,7,15,34,43,NORMAL
2019-10-15,República,-23.5436,-46.6434,108128,78,20,38,43,15,10,15,21,NORMAL
2018-7-26,Higienópolis-Mackenzie,-23.5488,-46.6519,90526,19,27,30,25,24,12,29,17,NORMAL
